     id     | module_id |                                                                               fasten_uri                                                                               | is_internal_call | created_at | line_start | line_end |                metadata                
 1744814802 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.zipAll(%2Fscala.collection%2FIterator,%2Fjava.lang%2FObject,%2Fjava.lang%2FObject)%2Fscala.collection%2FIterator          | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814803 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.slice(%2Fjava.lang%2FIntegerType,%2Fjava.lang%2FIntegerType)%2Fscala.collection%2FIterator                                | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814804 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.sliding$default$2()%2Fjava.lang%2FIntegerType                                                                             | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814805 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.sliding(%2Fjava.lang%2FIntegerType,%2Fjava.lang%2FIntegerType)%2Fscala.collection%2FIterator$GroupedIterator              | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814806 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.reversed()%2Fscala.collection.immutable%2FList                                                                            | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814807 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.reduceRightOption(%2Fscala%2FFunction2)%2Fscala%2FOption                                                                  | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814808 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.scanLeft(%2Fjava.lang%2FObject,%2Fscala%2FFunction2)%2Fscala.collection%2FIterator                                        | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814809 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.sameElements(%2Fscala.collection%2FIterator)%2Fjava.lang%2FBooleanType                                                    | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814810 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.seq()%2Fscala.collection%2FIterator                                                                                       | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814811 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.scanRight(%2Fjava.lang%2FObject,%2Fscala%2FFunction2)%2Fscala.collection%2FIterator                                       | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814812 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.size()%2Fjava.lang%2FIntegerType                                                                                          | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814813 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.seq()%2Fscala.collection%2FTraversableOnce                                                                                | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814814 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.toIterable()%2Fscala.collection%2FGenIterable                                                                             | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814815 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.toIterable()%2Fscala.collection%2FIterable                                                                                | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814816 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.toList()%2Fscala.collection.immutable%2FList                                                                              | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814817 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.toIterator()%2Fscala.collection%2FIterator                                                                                | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814818 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.sum(%2Fscala.math%2FNumeric)%2Fjava.lang%2FObject                                                                         | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814819 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.span(%2Fscala%2FFunction1)%2Fscala%2FTuple2                                                                               | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814820 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.takeWhile(%2Fscala%2FFunction1)%2Fscala.collection%2FIterator                                                             | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814821 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.take(%2Fjava.lang%2FIntegerType)%2Fscala.collection%2FIterator                                                            | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814822 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.toBuffer()Buffer                                                                                                          | t                |            |        218 |      218 | {"access": "public", "defined": true}
 1744814823 | 207360891 | /scala.collection.mutable/ArrayStack$$anon$1.toArray(%2Fscala.reflect%2FClassManifest)%2Fjava.lang%2FObject                                                            | t                |            |        218 |      218 | {"access": "public", "defined": true}
(100 rows)

